"ordospaceInventoryId","ordospaceRoleRoutes","ordospaceComponent","existingLocationFunction","currentStates","salesopsId","salesopsComponent","salesopsZipEvidence","salesopsCodeEvidence","liveEvidence","officialV0Evidence","classification","classificationReason","derivedBasis","preserveLayout","preserveData","preserveFunction","visualToMigrate","forbiddenCopy","responsiveStrategy","accessibilityRequirements","implementationRound","verificationRound","verificationMethod","uncertainty","completionStatus","implementationTarget","evidence"
"UI-048","admin/projects","five-stage project board","project stage","populated/empty column/selected","SO-SHELL-001","Dashboard Shell","app/page.tsx","Dashboard","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/overview.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-SHELL-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-SHELL-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Dashboard Shell tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","app/page.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-049","admin/projects","project table","project summaries","hover/selected/overdue","SO-TABLE-001","Table","components/ui/table.tsx","Table","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/overview.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Table tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/table.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-050","admin/projects","project detail tabs/body","selected project","timeline/finance/staffing, long","SO-TAB-001","Tab","components/ui/tabs.tsx","Tabs","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/overview.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-TAB-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-TAB-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Tab tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/tabs.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-051","admin/cards","gate-ready banner","approved/total group","hidden/ready/confirm/success","SO-CHART-001","Chart container","components/ui/chart.tsx","ChartContainer","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/settings.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-CHART-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-CHART-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Chart container tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/chart.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-052","admin/cards","Module filter toolbar","project/worker/chain/status","all/selected/no-result","SO-FILTER-001","Filter controls","components/dashboard/sections/deals.tsx","selectedFilter","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/settings.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Filter controls tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/dashboard/sections/deals.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-053","admin/cards","Module list/detail","repository records","selected/empty/loading/API error","SO-CARD-001","Card","components/ui/card.tsx","Card","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/settings.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Card tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/card.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-054","admin/cards","lifecycle action set","PM/client transitions","role/state enabled, disabled, confirm, error","SO-SHELL-001","Dashboard Shell","app/page.tsx","Dashboard","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/settings.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Dashboard Shell tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","app/page.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-055","admin/cards","bulk-create sheet","project/modules/worker/due","open, partial/all, invalid, submitting","SO-SHEET-001","Drawer/Sheet","components/ui/sheet.tsx","Sheet","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/settings.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Drawer/Sheet tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","Counterpart is code-only; visual state will be derived and verified in UI Lab.","Mapped for implementation","true","components/ui/sheet.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-056","admin/team","partners/heatmap tabs","`_adminTeamTab`","active/inactive","SO-TAB-001","Tab","components/ui/tabs.tsx","Tabs","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/team.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Tab tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/tabs.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-057","admin/team","partner KPI/table","partner data","populated/empty/long","SO-CARD-002","Metric card","components/dashboard/metric-card.tsx","MetricCard","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/team.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Metric card tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/dashboard/metric-card.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-058","admin/team","weekly heatmap","hours/project cells","idle/normal/warn/critical/hover","SO-CHART-001","Chart container","components/ui/chart.tsx","ChartContainer","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/team.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-CHART-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-CHART-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Chart container tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/chart.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-059","admin/team","partner invite sheet","invite form","closed/open/error/submitting","SO-SHEET-001","Drawer/Sheet","components/ui/sheet.tsx","Sheet","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/team.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Drawer/Sheet tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","Counterpart is code-only; visual state will be derived and verified in UI Lab.","Mapped for implementation","true","components/ui/sheet.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-060","admin/team","reassign modal","worker/day/hours","closed/open/warning/disabled","SO-DIALOG-001","Modal/Dialog","components/ui/dialog.tsx","Dialog","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/team.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-DIALOG-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-DIALOG-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Modal/Dialog tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","Counterpart is code-only; visual state will be derived and verified in UI Lab.","Mapped for implementation","true","components/ui/dialog.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-061","admin/audit","audit timeline","immutable events","populated/filtered/long","SO-TABLE-001","Table","components/ui/table.tsx","Table","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/reports.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-TABLE-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-TABLE-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Table tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/table.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-062","admin/audit","audit target detail","selected event","selected/no selection","SO-CARD-001","Card","components/ui/card.tsx","Card","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/reports.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-CARD-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-CARD-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Card tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/card.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-063","admin/audit","CSV export action","read-only export","default/focus/error","SO-SHELL-001","Dashboard Shell","app/page.tsx","Dashboard","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/reports.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Dashboard Shell tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 6","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","app/page.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-064","shared/profile","notification/My tabs","session/profile/notifications","active/unread/empty","SO-TAB-001","Tab","components/ui/tabs.tsx","Tabs","https://v0-sales-operations-dashboard.vercel.app/ + evidence/redo/r02/salesops-live/desktop/overview.png","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Adapted","A direct SalesOps pattern exists, but ORDOSPACE role/data/lifecycle/static-DOM requirements require adaptation.","Not applicable","Current ORDOSPACE placement, section order, dimensions, route shell and responsive composition.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","Recreate Tab tokens, borders, density, type, hover/focus and state expression without SalesOps IA.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","Preserve ORDOSPACE D/T/M breakpoints and shell behavior; adapt only visual grammar.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 4","Round 9","Visual + DOM selector + route/role/function regression at 1440/1024/390.","None","Mapped for implementation","true","components/ui/tabs.tsx; evidence/redo/r02/salesops-live/desktop/; docs/redo/r02/salesops-component-catalog.md"
"UI-065","public/landing","public floating header","section links/inquiry/login","desktop/mobile, open nav","SO-HEADER-001","Header","components/dashboard/header.tsx","Header","Round 1 frozen public evidence; SalesOps live is non-authoritative for public surfaces","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-HEADER-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-HEADER-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Entire public layout frozen; regression only.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","None; public visual remains frozen.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","No change; compare D/T/M frozen baseline.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 9","Round 9","Pixel/DOM comparison against Round 1 public evidence.","None","Frozen regression only","false","components/dashboard/header.tsx; evidence/redo/r01/frozen-public/; docs/redo/r02/salesops-component-catalog.md"
"UI-066","public/landing","hero and narrative sections","static copy/demos","motion/reduced-motion/long","SO-CARD-001","Card","components/ui/card.tsx","Card","Round 1 frozen public evidence; SalesOps live is non-authoritative for public surfaces","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-CARD-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-CARD-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Entire public layout frozen; regression only.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","None; public visual remains frozen.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","No change; compare D/T/M frozen baseline.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 9","Round 9","Pixel/DOM comparison against Round 1 public evidence.","None","Frozen regression only","false","components/ui/card.tsx; evidence/redo/r01/frozen-public/; docs/redo/r02/salesops-component-catalog.md"
"UI-067","public/landing","FAQ accordion","disclosure content","collapsed/expanded/focus","SO-CARD-001","Card","components/ui/card.tsx","Card","Round 1 frozen public evidence; SalesOps live is non-authoritative for public surfaces","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-CARD-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-CARD-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Entire public layout frozen; regression only.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","None; public visual remains frozen.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","No change; compare D/T/M frozen baseline.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 9","Round 9","Pixel/DOM comparison against Round 1 public evidence.","None","Frozen regression only","false","components/ui/card.tsx; evidence/redo/r01/frozen-public/; docs/redo/r02/salesops-component-catalog.md"
"UI-068","public","inquiry modal/form","lead form","closed/open/error/success","SO-DIALOG-001","Modal/Dialog","components/ui/dialog.tsx","Dialog","Round 1 frozen public evidence; SalesOps live is non-authoritative for public surfaces","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-DIALOG-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-DIALOG-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Entire public layout frozen; regression only.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","None; public visual remains frozen.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","No change; compare D/T/M frozen baseline.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 9","Round 9","Pixel/DOM comparison against Round 1 public evidence.","Counterpart is code-only; visual state will be derived and verified in UI Lab.","Frozen regression only","false","components/ui/dialog.tsx; evidence/redo/r01/frozen-public/; docs/redo/r02/salesops-component-catalog.md"
"UI-069","public/auth","authentication composition","backend/mock selection","login/forgot/reset/error/loading","SO-SHELL-001","Dashboard Shell","app/page.tsx","Dashboard","Round 1 frozen public evidence; SalesOps live is non-authoritative for public surfaces","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-SHELL-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-SHELL-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Entire public layout frozen; regression only.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","None; public visual remains frozen.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","No change; compare D/T/M frozen baseline.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 9","Round 9","Pixel/DOM comparison against Round 1 public evidence.","None","Frozen regression only","false","app/page.tsx; evidence/redo/r01/frozen-public/; docs/redo/r02/salesops-component-catalog.md"
"UI-070","public/policies","terms/privacy/support content","static/form links","long content/form states","SO-INPUT-001","Input","components/ui/input.tsx","Input","Round 1 frozen public evidence; SalesOps live is non-authoritative for public surfaces","Official v0 template visually checked; same dark shell/component grammar, no code provenance claimed.","Derived","Combine SO-INPUT-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Combine SO-INPUT-001 surface/state grammar with declared background, border, accent, radius and focus tokens; no structurally equivalent SalesOps component preserves this ORDOSPACE purpose.","Entire public layout frozen; regression only.","All Korean copy, counts, identifiers, fixtures and domain meaning.","All actions, role guards, session/localStorage/API/lifecycle behavior and selectors.","None; public visual remains frozen.","SalesOps navigation, sales terms, CRM mock data, routes, Next/React/Radix runtime and fake identities.","No change; compare D/T/M frozen baseline.","Preserve semantic label/name, visible focus, keyboard operation, contrast and reduced-motion behavior.","Round 9","Round 9","Pixel/DOM comparison against Round 1 public evidence.","None","Frozen regression only","false","components/ui/input.tsx; evidence/redo/r01/frozen-public/; docs/redo/r02/salesops-component-catalog.md"
